Feature ID	Taxon	Confidence
0005757331e7c3d4a82ca46c2f932f44	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Imbricatea;D_5__Marimonadida;D_6__Pseudopirsonia	0.9477072564168135
000e3199f1f857cee05a30c091be8887	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_4__Dinophyceae	0.8453879771390264
001c606ff4af2ae0d2dcb6a1d78e99ab	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_4__Conoidasida;D_5__Gregarinasina;D_6__Eugregarinorida;D_7__Lankesteria;D_8__Gregarinidae sp. from Phyllochaetopterus prolifica SR-2009a;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9560057157309073
001df9163bbe59530a117f9c780578a7	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_4__Dinophyceae	0.8591409622256485
001ee9b82b194d8622204b842aa25f15	D_0__Eukaryota;D_1__SAR;D_2__Alveolata	0.99010680998105
001f91e9cd4091ccebf49754aac99b23	D_0__Eukaryota;D_1__Archaeplastida;D_2__Rhodophyceae;D_3__Florideophycidae;D_4__Rhodymeniophycidae;D_5__Osmundea;D_6__Osmundea pinnatifida;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9999643126364143
002684aeee9d0c99e548bbd131e32ef5	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Apicomplexa;D_4__Conoidasida;D_5__Gregarinasina;D_6__Eugregarinorida;D_7__Lankesteria;D_8__Gregarinidae sp. from Phyllochaetopterus prolifica SR-2009a;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9840507267608227
00296ab0bc5b8a533b00f031c7e7e3d2	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__MAST-3;D_4__MAST-3L;D_5__uncultured stramenopile;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9999998726322384
002f563e4461f820d86ac17ffcd67510	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Charophyta;D_4__Phragmoplastophyta;D_5__Streptophyta;D_6__Embryophyta;D_7__Tracheophyta;D_8__Spermatophyta;D_9__Magnoliophyta;D_10__Liliopsida;D_11__Alismatales;D_12__Phyllospadix;D_13__Phyllospadix iwatensis;D_14__	0.9660272932816023
0032775c2d9fd682a7f2a75dc2985cef	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta;D_4__Ulvophyceae;D_5__Ulvales;D_6__Ulvella;D_7__Ulvella ramosa;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.8548311610082606
00335b78682d09c16bd4b957d131ffd7	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_4__Dinophyceae;D_5__Gymnodiniphycidae;D_6__Suessiaceae;D_7__Symbiodinium	0.9988385874115792
00348b5fa0c3f09853ea0e6b747a01ba	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_4__Intramacronucleata;D_5__Conthreep;D_6__Oligohymenophorea;D_7__Scuticociliatia;D_8__uncultured	0.9997451455928132
00390b5f1ed7a33a3d86f2371d39d92f	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_4__Eumetazoa;D_5__Bilateria;D_6__Annelida;D_7__Polychaeta;D_8__Palpata;D_9__Phyllodocida;D_10__Odontosyllis freycinetensis;D_11__;D_12__;D_13__;D_14__	0.9767295884040201
003a8c890024d41645f4a80010b0deb9	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_4__Diatomea;D_5__Coscinodiscophytina;D_6__Melosirids;D_7__Melosira;D_8__Melosira dubia;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9999996322189412
003ecc6d9f21a83665f62613f4661a4c	D_0__Eukaryota;D_1__Cryptophyceae;D_2__Cryptomonadales;D_3__Rhodomonas	0.9978210056213792
003f334ff8fde57f503226d6a44b4c60	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_4__Diatomea;D_5__Bacillariophytina;D_6__Bacillariophyceae;D_7__Amphora	0.9998530877345982
003fdef36a56c75589deffb7cdaccb37	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata	0.9417233972945392
00493f3870630028f6e9710ecbfefead	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_4__Intramacronucleata;D_5__Conthreep;D_6__Phyllopharyngea;D_7__Cyrtophoria;D_8__Chlamydodon	0.9944991443935726
004aa89cddfa1907c8facd307508952b	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Granofilosea;D_5__Massisteria	0.9258290909818031
004bb1deeb30c4ed5e959adffc13fadb	D_0__Eukaryota;D_1__Cryptophyceae;D_2__Goniomonas;D_3__Goniomonas avonlea;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9999260357700293
004c0e52ec8eb09d1770168ce279801f	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales;D_5__Amoebophrya	0.9999999941911992
005112c91442d5a7bb866b28f586b094	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_4__Diatomea;D_5__Coscinodiscophytina;D_6__Fragilariales;D_7__Licmophora;D_8__uncultured marine eukaryote;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9999995596598811
00565bf26e48e48d875403a39a45fc52	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__Thecofilosea	0.9999849436181851
005b97274e9974dc29250f97c9688ee6	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_4__Dinophyceae;D_5__Prorocentrales;D_6__Prorocentrum;D_7__Prorocentrum concavum;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9999985910625901
005bbcd4d1f756366800a34468e02357	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_4__Diatomea;D_5__Bacillariophytina;D_6__Bacillariophyceae;D_7__Amphora	0.9994427410867258
005d7d5311bf87c54703f804e643b501	D_0__Eukaryota;D_1__SAR;D_2__Stramenopiles;D_3__Ochrophyta;D_4__Diatomea;D_5__Bacillariophytina;D_6__Bacillariophyceae;D_7__Navicula	0.9929784596208031
005ddb2af96f27d0a5543c263f1eb865	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta;D_4__Mamiellophyceae;D_5__DSGM-81;D_6__uncultured eukaryote;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.8203305183019688
006a91b70c713a41ae1fbd21536069b4	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa	0.9805061194533844
008fd78726a37afc7e14c51fb01d1bdc	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata;D_4__Dinophyceae;D_5__Gymnodiniphycidae;D_6__Gymnodinium clade	0.8076828230006335
0095aad93e9c7edce14a5a901c4c70c0	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Dinoflagellata	0.8429824161855964
00a1c9498400608219d078a9c631481f	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_4__Eumetazoa;D_5__Bilateria;D_6__Arthropoda;D_7__Crustacea;D_8__Maxillopoda;D_9__Copepoda;D_10__Harpacticoida	0.9999025114839146
00a282054b5a4ccbd2dd3e5eec7e0b86	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_4__Intramacronucleata;D_5__Conthreep;D_6__Oligohymenophorea;D_7__Scuticociliatia;D_8__Philaster	0.8751629005537233
00a8101e221248f0296ac6908cf699d7	D_0__Eukaryota	0.9999999999999803
00ac87123b48f1eaa9f166bbae2f963f	D_0__Eukaryota;D_1__SAR;D_2__Rhizaria;D_3__Cercozoa;D_4__uncultured	0.9981058236477871
00adada544df9f996e0495bdd0031816	D_0__Eukaryota;D_1__Archaeplastida;D_2__Chloroplastida;D_3__Chlorophyta;D_4__Ulvophyceae;D_5__Ulvales;D_6__Ulvella;D_7__Ulvella endozoica;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9935906920326392
00ae9f6bb162450d00e5e17f254c1d3c	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia)	0.8294724122855436
00b128d0537eb46397934e873c5d52da	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Protalveolata;D_4__Syndiniales;D_5__Duboscquella;D_6__Euduboscquella crenulata;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9999925928650615
00b4452a8dae7efc0f35db7e8842e817	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_4__Intramacronucleata;D_5__Spirotrichea;D_6__Oligotrichia;D_7__Pseudotontonia;D_8__Pseudotontonia simplicidens;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9282073533739842
00b55c8251597afd05566e99a0a26269	D_0__Eukaryota;D_1__Opisthokonta;D_2__Holozoa;D_3__Metazoa (Animalia);D_4__Eumetazoa;D_5__Bilateria;D_6__Nemertea;D_7__Enopla;D_8__Monostilifera;D_9__Zygonemertes virescens;D_10__;D_11__;D_12__;D_13__;D_14__	0.9226251506031456
00b5fafca5b1ef89dcf40a2ad7eb18cc	D_0__Eukaryota;D_1__Opisthokonta	0.8798620220040796
00b8cd6ed5b1dfc0fc32c34392f155c7	D_0__Eukaryota;D_1__SAR;D_2__Alveolata;D_3__Ciliophora;D_4__Intramacronucleata;D_5__Conthreep;D_6__Phyllopharyngea;D_7__Cyrtophoria;D_8__Dysteria	0.8039871740997648
00babbd5d8eeefd3ae5e873a7e2b9da3	D_0__Eukaryota;D_1__Haptophyta;D_2__Prymnesiophyceae;D_3__Prymnesiales;D_4__OLI51059;D_5__uncultured eukaryote;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__	0.9039272020762709
